row_id,subject_id,subject,profession_en,profession_tr,birthplace_en,birthplace_tr,residence_en,residence_tr,field_of_study_en,field_of_study_tr,works_in_industry_en,works_in_industry_tr,name_type,name_rarity_bucket,popularity_rank,popularity_bucket,profession_frequency_bucket,birthplace_frequency_bucket,residence_frequency_bucket,field_of_study_frequency_bucket,works_in_industry_frequency_bucket,branch_group
R02829,S02829,Maruf Sipahi,Tattoo artist,Dövme sanatçısı,Konya,Konya,Samsun,Samsun,marketing,pazarlama,law,hukuk,turkish_like,rare,1944,medium,medium,low,low,medium,medium,B
R02830,S02830,Korhan Akduman,Librarian,Kütüphaneci,Cleveland,Cleveland,San Diego,San Diego,biology,biyoloji,energy,enerji,turkish_like,medium,3064,low,low,low,low,low,low,A
R02831,S02831,Lolita Byrne,Economist,Ekonomist,Antalya,Antalya,Mersin,Mersin,anthropology,antropoloji,groceries,gıda,english_like,medium,2321,low,low,low,low,low,low,A
R02832,S02832,Kemal Nart,Interior architect,İç mimar,Houston,Houston,San Bernardino,San Bernardino,media studies,basın,communications,telekom,turkish_like,rare,4040,low,low,low,low,low,low,A
R02833,S02833,Teresa Goldman,Writer,Yazar,Sanliurfa,Şanlıurfa,Ankara,Ankara,computing,bilişim,farming,tarım,english_like,rare,1597,medium,medium,low,low,medium,medium,A
R02834,S02834,Yahya Özmen,Flight attendant,Kabin memuru,Diyarbakir,Diyarbakır,Seattle,Seattle,medicine,tıp,space,uzay,turkish_like,common,778,medium,medium,low,low,medium,medium,A
R02835,S02835,Reiko Posey,Waiter,Garson,Miami,Miami,Ankara,Ankara,tourism,turizm,biotech,biyoloji,english_like,rare,4176,low,low,low,low,low,low,A
R02836,S02836,Barış Suvari,Editor,Editör,Antalya,Antalya,Izmir,İzmir,design,dizayn,investment,yatirim,turkish_like,medium,3810,low,low,low,low,low,low,A
R02837,S02837,Cengiz Dal,Air traffic controller,Hava trafik kontrolörü,Istanbul,İstanbul,Trabzon,Trabzon,dental studies,diş,accounting,muhasebe,turkish_like,common,2320,low,low,low,low,low,low,A
R02838,S02838,Ceil Golden,Actor,Oyuncu,Laredo,Laredo,San Antonio,San Antonio,agriculture,tarım,fabrication,imalat,english_like,common,230,high,high,medium,medium,high,high,A
R02839,S02839,Arlina Maldonado,Plumber,Tesisatçı,Arlington,Arlington,Los Angeles,Los Angeles,construction,inşaat,property,emlak,english_like,common,4026,low,low,low,low,low,low,A
R02840,S02840,Cherye Duncan,Prosecutor,Savcı,Van,Van,Tucson,Tucson,diplomacy,diplomasi,arts,sanat,english_like,common,578,medium,medium,low,low,medium,medium,A
R02841,S02841,Minda Ryan,Human resources specialist,İnsan kaynakları uzmanı,San Francisco,San Francisco,Philadelphia,Philadelphia,animal care,hayvan,farming,tarım,english_like,medium,3519,low,low,low,low,low,low,B
R02842,S02842,Bibby Cline,Notary,Noter,Sanliurfa,Şanlıurfa,Bursa,Bursa,management,yönetim,academia,akademi,english_like,common,4390,low,low,low,low,low,low,B
R02843,S02843,Bilgi Bayrak,Taxi driver,Taksi şoförü,Houston,Houston,Los Angeles,Los Angeles,physics,fizik,waste,atık,turkish_like,medium,3510,low,low,low,low,low,low,A
R02844,S02844,Christi Daniels,Graphic designer,Grafik tasarımcı,Omaha,Omaha,Garland,Garland,tourism,turizm,architecture,mimarlık,english_like,common,1405,medium,medium,low,low,medium,medium,B
R02845,S02845,Catina Rowe,Taxi driver,Taksi şoförü,Aurora,Aurora,Oklahoma City,Oklahoma City,fiscal studies,maliye,catering,yemek,english_like,common,2955,low,low,low,low,low,low,B
R02846,S02846,Nilay Merden,Software engineer,Yazılım mühendisi,Baltimore,Baltimore,San Francisco,San Francisco,literature,edebiyat,biotech,biyoloji,turkish_like,medium,624,medium,medium,low,low,medium,medium,B
R02847,S02847,Odessa Cox,Office manager,Ofis yöneticisi,Sanliurfa,Şanlıurfa,Ankara,Ankara,archaeology,arkeoloji,electrical,elektrik,english_like,medium,2142,low,low,low,low,low,low,B
R02848,S02848,Lauree Barnett,Barber,Berber,Reno,Reno,New York,New York,literature,edebiyat,trade,ticaret,english_like,medium,1622,medium,medium,low,low,medium,medium,A
R02849,S02849,Sinem Öztaş,Pilot,Pilot,Istanbul,İstanbul,Trabzon,Trabzon,medicine,tıp,hotels,otel,turkish_like,rare,323,high,high,medium,medium,high,high,B
R02850,S02850,Chris Ellison,Certified public accountant,Mali müşavir,Antalya,Antalya,Mugla,Muğla,geography,coğrafya,advertising,reklam,english_like,common,4086,low,low,low,low,low,low,A
R02851,S02851,Sevgi Aslanalp,Judge,Hâkim,Denizli,Denizli,Antalya,Antalya,fiscal studies,maliye,software,teknoloji,turkish_like,common,414,high,high,medium,medium,high,high,A
R02852,S02852,Mesut Kuşku,Hotel manager,Otel müdürü,Dallas,Dallas,Chicago,Chicago,pharmacy,ilaç,automotive,otomotiv,turkish_like,common,2552,low,low,low,low,low,low,A
R02853,S02853,Aylin Aydıner,Civil engineer,İnşaat mühendisi,Detroit,Detroit,Miami,Miami,logistics,lojistik,timber,orman,turkish_like,common,590,medium,medium,low,low,medium,medium,A
R02854,S02854,Berker Deniz,Advertising professional,Reklamcı,Istanbul,İstanbul,Adana,Adana,chemistry,kimya,government,kamu,turkish_like,medium,1194,medium,medium,low,low,medium,medium,B
R02855,S02855,Numan Şarlak,Certified public accountant,Mali müşavir,Istanbul,İstanbul,Balikesir,Balıkesir,chemistry,kimya,software,teknoloji,turkish_like,rare,2554,low,low,low,low,low,low,A
R02856,S02856,Corilla Dunn,Musician,Müzisyen,Bursa,Bursa,Malatya,Malatya,philosophy,felsefe,airlines,uçuş,english_like,common,173,high,high,medium,medium,high,high,B
R02857,S02857,Selim Tenekeci,Web designer,Web tasarımcısı,Fort Worth,Fort Worth,Chicago,Chicago,physics,fizik,books,yayın,turkish_like,medium,2246,low,low,low,low,low,low,B
R02858,S02858,Maren Gates,Real estate agent,Emlak danışmanı,Hatay,Hatay,Istanbul,İstanbul,statistics,istatistik,security,güvenlik,english_like,medium,1702,medium,medium,low,low,medium,medium,A
R02859,S02859,Jaclyn Grubbs,Chef,Şef aşçı,Izmir,İzmir,Eskisehir,Eskişehir,theatre,tiyatro,gaming,oyun,english_like,rare,202,high,high,medium,medium,high,high,B
R02860,S02860,Ferit Şirzai,Management consultant,Yönetim danışmanı,Dallas,Dallas,Manisa,Manisa,politics,siyaset,automotive,otomotiv,turkish_like,rare,3619,low,low,low,low,low,low,B
R02861,S02861,Lebbie Contreras,Architect,Mimar,Cleveland,Cleveland,Kocaeli,Kocaeli,biology,biyoloji,entertainment,eğlence,english_like,medium,1308,medium,medium,low,low,medium,medium,A
R02862,S02862,Beckie Hodges,Content creator,İçerik üreticisi,Antalya,Antalya,Denizli,Denizli,design,dizayn,extraction,maden,english_like,common,1832,medium,medium,low,low,medium,medium,B
R02863,S02863,Cecilla Lloyd,Geologist,Jeolog,Indianapolis,Indianapolis,Columbus,Columbus,theatre,tiyatro,advertising,reklam,english_like,common,3656,low,low,low,low,low,low,A
R02864,S02864,Betty Foster,Management consultant,Yönetim danışmanı,Sanliurfa,Şanlıurfa,Gaziantep,Gaziantep,business,işletme,railways,demiryolu,english_like,common,3461,low,low,low,low,low,low,B
R02865,S02865,Özkan Bıçakçı,Prosecutor,Savcı,Eskisehir,Eskişehir,Sakarya,Sakarya,cultural analysis,sosyal,waste,atık,turkish_like,medium,2664,low,low,low,low,low,low,A
R02866,S02866,Denys Harrell,Chef,Şef aşçı,Orlando,Orlando,Portland,Portland,politics,siyaset,welfare,refah,english_like,common,514,medium,medium,low,low,medium,medium,A
R02867,S02867,Songül Aladağ,Prosecutor,Savcı,Aydin,Aydın,Laredo,Laredo,construction,inşaat,security,güvenlik,turkish_like,rare,2122,low,low,low,low,low,low,B
R02868,S02868,Nydia Byers,Voice actor,Seslendirme sanatçısı,Norfolk,Norfolk,Balikesir,Balıkesir,software,programlama,retail,perakende,english_like,rare,1395,medium,medium,low,low,medium,medium,A
R02869,S02869,Minerva Mccauley,Singer,Şarkıcı,Santa Ana,Santa Ana,Nashville-Davidson,Nashville-Davidson,exercise science,hareket,textiles,tekstil,english_like,rare,2,high,high,medium,medium,high,high,A
R02870,S02870,Randi Doran,Chemist,Kimyager,Chandler,Chandler,Sanliurfa,Şanlıurfa,electricity,elektrik,healthcare,tıp,english_like,rare,3489,low,low,low,low,low,low,B
R02871,S02871,Collen Poole,Data scientist,Veri bilimci,Denizli,Denizli,Istanbul,İstanbul,business,işletme,banking,finans,english_like,common,1271,medium,medium,low,low,medium,medium,A
R02872,S02872,Avril Barker,Social media influencer,Sosyal medya fenomeni,Sanliurfa,Şanlıurfa,Trabzon,Trabzon,animal care,hayvan,accounting,muhasebe,english_like,common,70,high,high,medium,medium,high,high,A
R02873,S02873,Marleah Clement,Film director,Film yönetmeni,Istanbul,İstanbul,Trabzon,Trabzon,psychology,psikoloji,gaming,oyun,english_like,medium,678,medium,medium,low,low,medium,medium,B
R02874,S02874,Şermin Güzel,Civil servant,Devlet memuru,Ordu,Ordu,Sanliurfa,Şanlıurfa,linguistics,dilbilim,maritime,deniz,turkish_like,medium,3353,low,low,low,low,low,low,B
R02875,S02875,Engin Koç,Photographer,Fotoğrafçı,Denizli,Denizli,Tekirdag,Tekirdağ,accounting,muhasebe,airlines,uçuş,turkish_like,common,2300,low,low,low,low,low,low,B
R02876,S02876,Arline Duncan,Oil rig worker,Petrol platformu işçisi,Bursa,Bursa,Ankara,Ankara,film studies,sinema,logistics,lojistik,english_like,common,4602,low,low,low,low,low,low,A
R02877,S02877,Hande Emlakçıoğlu,University professor,Üniversite profesörü,Samsun,Samsun,Istanbul,İstanbul,history,tarih,media,medya,turkish_like,common,3594,low,low,low,low,low,low,A
R02878,S02878,Cathee Jensen,Musician,Müzisyen,Long Beach,Long Beach,Milwaukee,Milwaukee,forestry,ormanlar,research,bilim,english_like,common,400,high,high,medium,medium,high,high,B
R02879,S02879,Ersagun Çırakoğlu,Football manager,Futbol teknik direktörü,Diyarbakir,Diyarbakır,Kahramanmaras,Kahramanmaraş,quantitative methods,matematik,hotels,otel,turkish_like,common,544,medium,medium,low,low,medium,medium,A
R02880,S02880,Livvyy Echols,Civil servant,Devlet memuru,Istanbul,İstanbul,Tulsa,Tulsa,ecology,ekoloji,construction,inşaat,english_like,rare,2580,low,low,low,low,low,low,B
R02881,S02881,Ardelis Pena,Sports coach,Spor antrenörü,Louisville/Jefferson County,Louisville/Jefferson County,El Paso,El Paso,electricity,elektrik,engineering,teknik,english_like,common,2004,low,low,low,low,low,low,A
R02882,S02882,İsmail Özçay,Lawyer,Avukat,Chicago,Chicago,San Antonio,San Antonio,software,programlama,academia,akademi,turkish_like,common,200,high,high,medium,medium,high,high,A
R02883,S02883,İtibar Özçay,Postal worker,Postacı,Houston,Houston,Los Angeles,Los Angeles,agriculture,tarım,fashion,moda,turkish_like,rare,4306,low,low,low,low,low,low,B
R02884,S02884,Jacquie Hudson,Television presenter,Televizyon sunucusu,Sakarya,Sakarya,Diyarbakir,Diyarbakır,data analytics,veri bilimi,entertainment,eğlence,english_like,medium,122,high,high,medium,medium,high,high,A
R02885,S02885,Abbey Mosley,Fashion designer,Moda tasarımcısı,Albuquerque,Albuquerque,Chandler,Chandler,ecology,ekoloji,law,hukuk,english_like,common,855,medium,medium,low,low,medium,medium,A
R02886,S02886,Erdinç Doğan,Racing driver,Otomobil yarışçısı,New York,New York,Mugla,Muğla,music,müzik,welfare,refah,turkish_like,medium,999,medium,medium,low,low,medium,medium,A
R02887,S02887,Erdal Savaş,Biologist,Biyolog,Fort Worth,Fort Worth,Denver,Denver,statistics,istatistik,insurance,sigorta,turkish_like,common,2202,low,low,low,low,low,low,B
R02888,S02888,Cassi Mcbride,Social media influencer,Sosyal medya fenomeni,Irving,Irving,Denver,Denver,management,yönetim,consulting,strateji,english_like,common,286,high,high,medium,medium,high,high,A
R02889,S02889,Seray Coşar,Financial auditor,Finansal denetçi,Aydin,Aydın,Ankara,Ankara,teaching,didaktik,engineering,teknik,turkish_like,rare,3774,low,low,low,low,low,low,B
R02890,S02890,Saliha Badem,Biologist,Biyolog,Los Angeles,Los Angeles,Houston,Houston,communication,medya,infrastructure,altyapı,turkish_like,rare,3758,low,low,low,low,low,low,B
R02891,S02891,Leena Adair,Garbage collector,Çöp toplama görevlisi,Las Vegas,Las Vegas,Lubbock,Lubbock,nursing,hemşirelik,retail,perakende,english_like,rare,4914,low,low,low,low,low,low,B
R02892,S02892,Bilgi Kahya,Basketball player,Basketbolcu,Washington,Washington,Sakarya,Sakarya,anthropology,antropoloji,infrastructure,altyapı,turkish_like,rare,1073,medium,medium,low,low,medium,medium,B
R02893,S02893,Ardine Elliot,Human resources specialist,İnsan kaynakları uzmanı,San Antonio,San Antonio,Jersey City,Jersey City,media studies,basın,catering,yemek,english_like,medium,1962,medium,medium,low,low,medium,medium,B
R02894,S02894,Nihal Yüzbaşıoğlu,Pilates instructor,Pilates eğitmeni,Indianapolis,Indianapolis,Dallas,Dallas,economics,ekonomi,timber,orman,turkish_like,common,4966,low,low,low,low,low,low,A
R02895,S02895,Linea Acosta,Tennis player,Tenisçi,Scottsdale,Scottsdale,St. Louis,St. Louis,computing,bilişim,tourism,turizm,english_like,medium,2223,low,low,low,low,low,low,A
R02896,S02896,Malynda Cantrell,Fashion designer,Moda tasarımcısı,Izmir,İzmir,Sakarya,Sakarya,film studies,sinema,fabrication,imalat,english_like,medium,2289,low,low,low,low,low,low,A
R02897,S02897,Cathlene Francis,Social media manager,Sosyal medya yöneticisi,Kocaeli,Kocaeli,Kayseri,Kayseri,nursing,hemşirelik,research,bilim,english_like,common,1470,medium,medium,low,low,medium,medium,A
R02898,S02898,Ali Demiray,Geologist,Jeolog,Denizli,Denizli,Antalya,Antalya,governance,kamu,healthcare,tıp,turkish_like,common,4578,low,low,low,low,low,low,A
R02899,S02899,Eray Bilgiç,Teacher,Öğretmen,Kahramanmaras,Kahramanmaraş,Ankara,Ankara,exercise science,hareket,trade,ticaret,turkish_like,common,2456,low,low,low,low,low,low,B
R02900,S02900,Aytaç Fidan,Economist,Ekonomist,Philadelphia,Philadelphia,Chicago,Chicago,logistics,lojistik,insurance,sigorta,turkish_like,rare,3109,low,low,low,low,low,low,A
R02901,S02901,Madlen Mahoney,Singer,Şarkıcı,Phoenix,Phoenix,Philadelphia,Philadelphia,medicine,tıp,consulting,strateji,english_like,medium,228,high,high,medium,medium,high,high,B
R02902,S02902,Christabella Alvarado,Tattoo artist,Dövme sanatçısı,Chesapeake,Chesapeake,Indianapolis,Indianapolis,psychology,psikoloji,energy,enerji,english_like,common,3441,low,low,low,low,low,low,B
R02903,S02903,Kubilay Menekşe,Robotics engineer,Robotik mühendisi,Phoenix,Phoenix,Austin,Austin,statistics,istatistik,banking,finans,turkish_like,medium,3098,low,low,low,low,low,low,B
R02904,S02904,Caye Lange,Police officer,Polis memuru,Richmond,Richmond,Seattle,Seattle,pharmacy,ilaç,arts,sanat,english_like,medium,210,high,high,medium,medium,high,high,A
R02905,S02905,Chicky Chase,Logistics specialist,Lojistik uzmanı,Antalya,Antalya,Aydin,Aydın,fiscal studies,maliye,retail,perakende,english_like,common,4227,low,low,low,low,low,low,B
R02906,S02906,Barrie Pacheco,Pilot,Pilot,Balikesir,Balıkesir,Mersin,Mersin,teaching,didaktik,software,teknoloji,english_like,common,111,high,high,medium,medium,high,high,A
R02907,S02907,Kamil Kaplan,Computer engineer,Bilgisayar mühendisi,Mugla,Muğla,Gaziantep,Gaziantep,construction,inşaat,architecture,mimarlık,turkish_like,common,1236,medium,medium,low,low,medium,medium,B
R02908,S02908,Aytaç Bayar,Air traffic controller,Hava trafik kontrolörü,Phoenix,Phoenix,Corpus Christi,Corpus Christi,psychology,psikoloji,textiles,tekstil,turkish_like,rare,1438,medium,medium,low,low,medium,medium,A
R02909,S02909,Milli Fischer,Event planner,Etkinlik organizatörü,Las Vegas,Las Vegas,Reno,Reno,linguistics,dilbilim,tourism,turizm,english_like,medium,2339,low,low,low,low,low,low,A
R02910,S02910,Meral Tokat,Web designer,Web tasarımcısı,Istanbul,İstanbul,Kahramanmaras,Kahramanmaraş,pharmacy,ilaç,research,bilim,turkish_like,rare,3704,low,low,low,low,low,low,A
R02911,S02911,Aubrey Shearer,Boxer,Boksör,Columbus,Columbus,San Antonio,San Antonio,teaching,didaktik,media,medya,english_like,medium,3352,low,low,low,low,low,low,B
R02912,S02912,Audrey Holmes,Insurance advisor,Sigorta danışmanı,Istanbul,İstanbul,Balikesir,Balıkesir,quantitative methods,matematik,pharmaceuticals,ilaç,english_like,common,3254,low,low,low,low,low,low,A
R02913,S02913,Nyssa Gallagher,Researcher,Araştırmacı,Manisa,Manisa,Mardin,Mardin,communication,medya,gaming,oyun,english_like,medium,3911,low,low,low,low,low,low,A
R02914,S02914,Reşat Aktuğ,Notary,Noter,Gaziantep,Gaziantep,Bursa,Bursa,exercise science,hareket,consulting,strateji,turkish_like,medium,4413,low,low,low,low,low,low,B
R02915,S02915,Muhammed Tezer,Civil engineer,İnşaat mühendisi,San Diego,San Diego,Los Angeles,Los Angeles,design,dizayn,property,emlak,turkish_like,medium,2745,low,low,low,low,low,low,A
R02916,S02916,Thia Hensley,Radio presenter,Radyo sunucusu,Sakarya,Sakarya,Lincoln,Lincoln,theatre,tiyatro,automotive,otomotiv,english_like,rare,3537,low,low,low,low,low,low,A
R02917,S02917,Blanche Odell,Academic,Akademisyen,Dallas,Dallas,Orlando,Orlando,ecology,ekoloji,biotech,biyoloji,english_like,medium,2393,low,low,low,low,low,low,A
R02918,S02918,Adelind White,Wedding planner,Düğün planlayıcısı,Denver,Denver,Anchorage,Anchorage,architecture,mimarlık,gaming,oyun,english_like,common,3188,low,low,low,low,low,low,A
R02919,S02919,Enver Çoban,Boxer,Boksör,Tekirdag,Tekirdağ,Malatya,Malatya,history,tarih,recreation,egzersiz,turkish_like,rare,2822,low,low,low,low,low,low,B
R02920,S02920,Nonah Dolan,Boxer,Boksör,Buffalo,Buffalo,Fort Worth,Fort Worth,marketing,pazarlama,energy,enerji,english_like,rare,959,medium,medium,low,low,medium,medium,B
R02921,S02921,Corinna Welch,Financial auditor,Finansal denetçi,Anchorage,Anchorage,Chandler,Chandler,agriculture,tarım,biotech,biyoloji,english_like,common,4720,low,low,low,low,low,low,B
R02922,S02922,Bobina Miles,Data scientist,Veri bilimci,Denizli,Denizli,Eskisehir,Eskişehir,medicine,tıp,welfare,refah,english_like,common,2164,low,low,low,low,low,low,A
R02923,S02923,Güldehen Kottaş,Industrial designer,Endüstriyel tasarımcı,Washington,Washington,Arlington,Arlington,archaeology,arkeoloji,logistics,lojistik,turkish_like,medium,4253,low,low,low,low,low,low,B
R02924,S02924,Günay Kavukoğlu,Certified public accountant,Mali müşavir,Istanbul,İstanbul,Denizli,Denizli,computing,bilişim,communications,telekom,turkish_like,medium,2275,low,low,low,low,low,low,A
R02925,S02925,Tuba Akın,Flight attendant,Kabin memuru,Dallas,Dallas,Mesa,Mesa,theatre,tiyatro,trade,ticaret,turkish_like,common,2735,low,low,low,low,low,low,B
R02926,S02926,Abdülkadir Malçok,Astronomer,Astronom,Lexington-Fayette,Lexington-Fayette,Kocaeli,Kocaeli,computing,bilişim,fashion,moda,turkish_like,rare,2196,low,low,low,low,low,low,A
R02927,S02927,Ali Gülen,Fashion stylist,Moda stilisti,Istanbul,İstanbul,Samsun,Samsun,anthropology,antropoloji,property,emlak,turkish_like,common,3187,low,low,low,low,low,low,B
R02928,S02928,Ashla Baldwin,Cybersecurity specialist,Siber güvenlik uzmanı,Santa Ana,Santa Ana,Columbus,Columbus,dental studies,diş,pharmaceuticals,ilaç,english_like,common,1842,medium,medium,low,low,medium,medium,B
R02929,S02929,Umut Üçer,Dentist,Diş hekimi,Santa Ana,Santa Ana,Chicago,Chicago,cultural analysis,sosyal,space,uzay,turkish_like,medium,1824,medium,medium,low,low,medium,medium,B
R02930,S02930,Ender Emirlioğlu,Tennis player,Tenisçi,Tekirdag,Tekirdağ,Ankara,Ankara,film studies,sinema,railways,demiryolu,turkish_like,rare,1643,medium,medium,low,low,medium,medium,A
