subject_id,subject,block_id,field_of_study_en,field_of_study_tr,field_source_taxonomy,field_source_category,works_in_industry_en,works_in_industry_tr,industry_source_taxonomy,industry_source_category,profession_category,branch_group,name_type,name_rarity_bucket,popularity_bucket,field_seed,industry_seed,industry_repair_swaps
S02996,Roshelle Pearson,B30,physics,fizik,ISCED-F 2013,0533 Physics,timber,orman,NACE Rev. 2.1,A Agriculture forestry and fishing,sports,A,english_like,medium,medium,2026071101,2026071102,6
S02997,Yavuz Berekatoğlu,B30,film studies,sinema,ISCED-F 2013,0211 Audio-visual techniques and media production,books,yayın,NACE Rev. 2.1,J58 Publishing activities,engineering,B,turkish_like,common,low,2026071101,2026071102,6
S02998,Josselyn Rowland,B30,philosophy,felsefe,ISCED-F 2013,0223 Philosophy and ethics,engineering,teknik,NACE Rev. 2.1,M71 Architectural and engineering activities,public_service,A,english_like,medium,medium,2026071101,2026071102,6
S02999,Lynsey Gilbert,B30,logistics,lojistik,ISCED-F 2013,1041 Transport services,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,general,B,english_like,medium,low,2026071101,2026071102,6
S03000,Jacynth Brown,B30,law,hukuk,ISCED-F 2013,0421 Law,airlines,uçuş,NACE Rev. 2.1,H51 Air transport,engineering,A,english_like,medium,low,2026071101,2026071102,6
S03001,Gözdem Güven,B31,dental studies,diş,ISCED-F 2013,0911 Dental studies,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,education,A,turkish_like,rare,low,2026071101,2026071102,6
S03002,Beulah Franklin,B31,geography,coğrafya,ISCED-F 2013,0532 Earth sciences,communications,telekom,NACE Rev. 2.1,J61 Telecommunications,general,A,english_like,common,low,2026071101,2026071102,6
S03003,Bird Bailey,B31,data analytics,veri bilimi,ISCED-F 2013,0613 Software and applications development,government,kamu,NACE Rev. 2.1,O Public administration and defence,legal,A,english_like,common,low,2026071101,2026071102,6
S03004,Aysun Bayram,B31,psychology,psikoloji,ISCED-F 2013,0313 Psychology,academia,akademi,NACE Rev. 2.1,P Education,general,B,turkish_like,common,low,2026071101,2026071102,6
S03005,Devinne Cannon,B31,pharmacy,ilaç,ISCED-F 2013,0916 Pharmacy,construction,inşaat,NACE Rev. 2.1,F Construction,general,A,english_like,common,medium,2026071101,2026071102,6
S03006,Oktay Baloğlu,B31,media studies,basın,ISCED-F 2013,0321 Journalism and reporting,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,healthcare,B,turkish_like,medium,low,2026071101,2026071102,6
S03007,Sare Kocaman,B31,teaching,didaktik,ISCED-F 2013,0111 Education science,insurance,sigorta,NACE Rev. 2.1,K65 Insurance and pension funding,media,A,turkish_like,rare,high,2026071101,2026071102,6
S03008,Habibe Sarıgül,B31,medicine,tıp,ISCED-F 2013,0912 Medicine,trade,ticaret,NACE Rev. 2.1,G46 Wholesale trade,manual_labor,B,turkish_like,rare,low,2026071101,2026071102,6
S03009,Tuğçe Kabacaoğlu,B31,geography,coğrafya,ISCED-F 2013,0532 Earth sciences,engineering,teknik,NACE Rev. 2.1,M71 Architectural and engineering activities,media,A,turkish_like,common,low,2026071101,2026071102,6
S03010,Audi Covington,B31,animal care,hayvan,ISCED-F 2013,0841 Veterinary,engineering,teknik,NACE Rev. 2.1,M71 Architectural and engineering activities,entertainment,B,english_like,medium,high,2026071101,2026071102,6
S03011,Emel Ünüvar,B31,law,hukuk,ISCED-F 2013,0421 Law,media,medya,NACE Rev. 2.1,J60 Programming and broadcasting,general,B,turkish_like,medium,low,2026071101,2026071102,6
S03012,Taylan Uyğun,B31,ecology,ekoloji,ISCED-F 2013,0521 Environmental sciences,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,sports,B,turkish_like,common,high,2026071101,2026071102,6
S03013,Norma Melvin,B31,law,hukuk,ISCED-F 2013,0421 Law,fashion,moda,NACE Rev. 2.1,C14 Manufacture of wearing apparel,general,B,english_like,rare,low,2026071101,2026071102,6
S03014,Ural Atmış,B31,biology,biyoloji,ISCED-F 2013,0511 Biology,groceries,gıda,NACE Rev. 2.1,C10 Manufacture of food products,general,B,turkish_like,common,medium,2026071101,2026071102,6
S03015,Ashil Garza,B31,marketing,pazarlama,ISCED-F 2013,0414 Marketing and advertising,biotech,biyoloji,NACE Rev. 2.1,M72 Scientific research and development,manual_labor,A,english_like,common,low,2026071101,2026071102,6
S03016,Erdem Gençer,B31,agriculture,tarım,ISCED-F 2013,0811 Crop and livestock production,communications,telekom,NACE Rev. 2.1,J61 Telecommunications,retail,A,turkish_like,rare,low,2026071101,2026071102,6
S03017,Şahabettin Erkuran,B31,accounting,muhasebe,ISCED-F 2013,0411 Accounting and taxation,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,technology,B,turkish_like,common,high,2026071101,2026071102,6
S03018,Burcu Çeliker,B31,quantitative methods,matematik,ISCED-F 2013,0541 Mathematics,property,emlak,NACE Rev. 2.1,L Real estate activities,general,A,turkish_like,common,medium,2026071101,2026071102,6
S03019,Vivianne Booth,B31,governance,kamu,ISCED-F 2013,0413 Management and administration,arts,sanat,NACE Rev. 2.1,R90 Creative arts and entertainment,construction,A,english_like,rare,low,2026071101,2026071102,6
S03020,Therese Hurd,B31,forestry,ormanlar,ISCED-F 2013,0821 Forestry,trade,ticaret,NACE Rev. 2.1,G46 Wholesale trade,engineering,A,english_like,rare,low,2026071101,2026071102,6
S03021,Zühal Berkay,B31,politics,siyaset,ISCED-F 2013,0312 Political sciences and civics,investment,yatirim,NACE Rev. 2.1,K66 Activities auxiliary to financial services,engineering,A,turkish_like,rare,low,2026071101,2026071102,6
S03022,Aslı Dönertaş,B31,software,programlama,ISCED-F 2013,0613 Software and applications development,welfare,refah,NACE Rev. 2.1,Q88 Social work activities,sports,B,turkish_like,medium,low,2026071101,2026071102,6
S03023,Berti Crews,B31,archaeology,arkeoloji,ISCED-F 2013,0222 History and archaeology,consulting,strateji,NACE Rev. 2.1,M70 Management consultancy activities,general,A,english_like,medium,low,2026071101,2026071102,6
S03024,Tolgahan Soluk,B31,diplomacy,diplomasi,ISCED-F 2013,0312 Political sciences and civics,law,hukuk,NACE Rev. 2.1,M69 Legal and accounting activities,healthcare,A,turkish_like,rare,high,2026071101,2026071102,6
S03025,Chantalle Palmer,B31,exercise science,hareket,ISCED-F 2013,1014 Sports,pharmaceuticals,ilaç,NACE Rev. 2.1,C21 Manufacture of pharmaceutical products,general,B,english_like,common,high,2026071101,2026071102,6
S03026,Rüştü Balal,B31,psychology,psikoloji,ISCED-F 2013,0313 Psychology,biotech,biyoloji,NACE Rev. 2.1,M72 Scientific research and development,logistics,B,turkish_like,medium,low,2026071101,2026071102,6
S03027,Selçuk Ardıç,B31,marketing,pazarlama,ISCED-F 2013,0414 Marketing and advertising,architecture,mimarlık,NACE Rev. 2.1,M71 Architectural and engineering activities,general,B,turkish_like,medium,low,2026071101,2026071102,6
S03028,Ava Garrett,B31,linguistics,dilbilim,ISCED-F 2013,0232 Literature and linguistics,consulting,strateji,NACE Rev. 2.1,M70 Management consultancy activities,finance,B,english_like,common,low,2026071101,2026071102,6
S03029,Rozalin Hebert,B31,philosophy,felsefe,ISCED-F 2013,0223 Philosophy and ethics,investment,yatirim,NACE Rev. 2.1,K66 Activities auxiliary to financial services,finance,A,english_like,rare,low,2026071101,2026071102,6
S03030,Nurdan Sayın,B31,history,tarih,ISCED-F 2013,0222 History and archaeology,energy,enerji,NACE Rev. 2.1,D Electricity gas steam and air conditioning supply,general,A,turkish_like,common,low,2026071101,2026071102,6
S03031,Deva Dow,B31,literature,edebiyat,ISCED-F 2013,0232 Literature and linguistics,pharmaceuticals,ilaç,NACE Rev. 2.1,C21 Manufacture of pharmaceutical products,finance,A,english_like,rare,medium,2026071101,2026071102,6
S03032,Mümtaz Başkak,B31,computing,bilişim,ISCED-F 2013,0613 Software and applications development,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,general,B,turkish_like,rare,medium,2026071101,2026071102,6
S03033,Arlen Becker,B31,architecture,mimarlık,ISCED-F 2013,0731 Architecture and town planning,government,kamu,NACE Rev. 2.1,O Public administration and defence,general,B,english_like,common,medium,2026071101,2026071102,6
S03034,Coralyn Dunbar,B31,chemistry,kimya,ISCED-F 2013,0531 Chemistry,recreation,egzersiz,NACE Rev. 2.1,R93 Sports activities,general,B,english_like,medium,low,2026071101,2026071102,6
S03035,Morganica Keen,B31,logistics,lojistik,ISCED-F 2013,1041 Transport services,groceries,gıda,NACE Rev. 2.1,C10 Manufacture of food products,sports,A,english_like,rare,high,2026071101,2026071102,6
S03036,Rasim Şahan,B31,construction,inşaat,ISCED-F 2013,0732 Building and civil engineering,chemicals,kimya,NACE Rev. 2.1,C20 Manufacture of chemicals,sports,A,turkish_like,medium,medium,2026071101,2026071102,6
S03037,Keziban Kelercioğlu,B31,archaeology,arkeoloji,ISCED-F 2013,0222 History and archaeology,chemicals,kimya,NACE Rev. 2.1,C20 Manufacture of chemicals,entertainment,B,turkish_like,rare,high,2026071101,2026071102,6
S03038,Veronique Corona,B31,history,tarih,ISCED-F 2013,0222 History and archaeology,gaming,oyun,NACE Rev. 2.1,J58 Publishing of computer games,public_service,B,english_like,rare,medium,2026071101,2026071102,6
S03039,Didem Emlakçıoğlu,B31,media studies,basın,ISCED-F 2013,0321 Journalism and reporting,automotive,otomotiv,NACE Rev. 2.1,C29 Manufacture of motor vehicles,legal,B,turkish_like,medium,high,2026071101,2026071102,6
S03040,Fuat Yurtdaş,B31,tourism,turizm,ISCED-F 2013,1015 Travel tourism and leisure,entertainment,eğlence,NACE Rev. 2.1,R90 Creative arts and entertainment,general,A,turkish_like,medium,low,2026071101,2026071102,6
S03041,Mureil Freeman,B31,physics,fizik,ISCED-F 2013,0533 Physics,research,bilim,NACE Rev. 2.1,M72 Scientific research and development,technology,B,english_like,medium,medium,2026071101,2026071102,6
S03042,Fulya Saçlı,B31,diplomacy,diplomasi,ISCED-F 2013,0312 Political sciences and civics,research,bilim,NACE Rev. 2.1,M72 Scientific research and development,general,A,turkish_like,common,high,2026071101,2026071102,6
S03043,Mert Açıkgöz,B31,dental studies,diş,ISCED-F 2013,0911 Dental studies,automotive,otomotiv,NACE Rev. 2.1,C29 Manufacture of motor vehicles,general,B,turkish_like,rare,medium,2026071101,2026071102,6
S03044,Coral Tucker,B31,anthropology,antropoloji,ISCED-F 2013,0314 Sociology and cultural studies,banking,finans,NACE Rev. 2.1,K64 Financial service activities,legal,A,english_like,common,medium,2026071101,2026071102,6
S03045,Filiz Karakum,B31,management,yönetim,ISCED-F 2013,0413 Management and administration,electrical,elektrik,NACE Rev. 2.1,C26 Manufacture of computer electronic and optical products,general,A,turkish_like,medium,low,2026071101,2026071102,6
S03046,Aubree Ledford,B31,theatre,tiyatro,ISCED-F 2013,0215 Music and performing arts,maritime,deniz,NACE Rev. 2.1,H50 Water transport,general,B,english_like,medium,low,2026071101,2026071102,6
S03047,Kamil Soykamer,B31,exercise science,hareket,ISCED-F 2013,1014 Sports,space,uzay,NACE Rev. 2.1,C30 Manufacture of other transport equipment,entertainment,A,turkish_like,common,medium,2026071101,2026071102,6
S03048,Arda Gelegen,B31,forestry,ormanlar,ISCED-F 2013,0821 Forestry,arts,sanat,NACE Rev. 2.1,R90 Creative arts and entertainment,general,B,turkish_like,medium,low,2026071101,2026071102,6
S03049,Cafer Aslankara,B31,data analytics,veri bilimi,ISCED-F 2013,0613 Software and applications development,waste,atık,NACE Rev. 2.1,E38 Waste collection treatment and materials recovery,sports,B,turkish_like,medium,low,2026071101,2026071102,6
S03050,Nilgün Başkan,B31,anthropology,antropoloji,ISCED-F 2013,0314 Sociology and cultural studies,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,general,A,turkish_like,medium,high,2026071101,2026071102,6
S03051,Arlie Mullins,B31,software,programlama,ISCED-F 2013,0613 Software and applications development,farming,tarım,NACE Rev. 2.1,A Agriculture forestry and fishing,general,B,english_like,common,low,2026071101,2026071102,6
S03052,Odette Hale,B31,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,accounting,muhasebe,NACE Rev. 2.1,M69 Legal and accounting activities,general,A,english_like,medium,low,2026071101,2026071102,6
S03053,Cassey Paul,B31,music,müzik,ISCED-F 2013,0215 Music and performing arts,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,logistics,B,english_like,common,high,2026071101,2026071102,6
S03054,Laural Gorman,B31,accounting,muhasebe,ISCED-F 2013,0411 Accounting and taxation,energy,enerji,NACE Rev. 2.1,D Electricity gas steam and air conditioning supply,general,B,english_like,medium,low,2026071101,2026071102,6
S03055,Linette Clements,B31,business,işletme,ISCED-F 2013,0410 Business and administration,banking,finans,NACE Rev. 2.1,K64 Financial service activities,finance,B,english_like,medium,low,2026071101,2026071102,6
S03056,Netty Lester,B31,film studies,sinema,ISCED-F 2013,0211 Audio-visual techniques and media production,fashion,moda,NACE Rev. 2.1,C14 Manufacture of wearing apparel,general,A,english_like,medium,low,2026071101,2026071102,6
S03057,Evren Tuncel,B31,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,tourism,turizm,NACE Rev. 2.1,N79 Travel agency and tour operator activities,hospitality,B,turkish_like,common,medium,2026071101,2026071102,6
S03058,Aubrie Flint,B31,fiscal studies,maliye,ISCED-F 2013,0412 Finance banking and insurance,maritime,deniz,NACE Rev. 2.1,H50 Water transport,sports,B,english_like,medium,medium,2026071101,2026071102,6
S03059,Ardine Cochran,B31,cultural analysis,sosyal,ISCED-F 2013,0314 Sociology and cultural studies,academia,akademi,NACE Rev. 2.1,P Education,education,A,english_like,common,low,2026071101,2026071102,6
S03060,Eyüp Utlu,B31,statistics,istatistik,ISCED-F 2013,0542 Statistics,advertising,reklam,NACE Rev. 2.1,M73 Advertising and market research,general,A,turkish_like,rare,low,2026071101,2026071102,6
S03061,Esra Sarıcanbaz,B31,business,işletme,ISCED-F 2013,0410 Business and administration,construction,inşaat,NACE Rev. 2.1,F Construction,general,A,turkish_like,medium,low,2026071101,2026071102,6
S03062,Semine Topak,B31,music,müzik,ISCED-F 2013,0215 Music and performing arts,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,sports,A,turkish_like,medium,high,2026071101,2026071102,6
S03063,Mürşit Karakurt,B31,computing,bilişim,ISCED-F 2013,0613 Software and applications development,catering,yemek,NACE Rev. 2.1,I56 Food and beverage service activities,entertainment,B,turkish_like,common,high,2026071101,2026071102,6
S03064,Coralie Wiley,B31,literature,edebiyat,ISCED-F 2013,0232 Literature and linguistics,property,emlak,NACE Rev. 2.1,L Real estate activities,sports,A,english_like,common,low,2026071101,2026071102,6
S03065,Maggi Helms,B31,economics,ekonomi,ISCED-F 2013,0311 Economics,airlines,uçuş,NACE Rev. 2.1,H51 Air transport,research,B,english_like,medium,medium,2026071101,2026071102,6
S03066,Vivien Nielsen,B31,medicine,tıp,ISCED-F 2013,0912 Medicine,electrical,elektrik,NACE Rev. 2.1,C26 Manufacture of computer electronic and optical products,general,A,english_like,rare,medium,2026071101,2026071102,6
S03067,Başak Kulaksız,B31,construction,inşaat,ISCED-F 2013,0732 Building and civil engineering,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,general,B,turkish_like,common,medium,2026071101,2026071102,6
S03068,Max Reyes,B31,cultural analysis,sosyal,ISCED-F 2013,0314 Sociology and cultural studies,books,yayın,NACE Rev. 2.1,J58 Publishing activities,general,B,english_like,medium,low,2026071101,2026071102,6
S03069,Austine Webster,B31,communication,medya,ISCED-F 2013,0321 Journalism and reporting,recreation,egzersiz,NACE Rev. 2.1,R93 Sports activities,technology,B,english_like,common,medium,2026071101,2026071102,6
S03070,Yavuz Yaman,B31,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,entertainment,eğlence,NACE Rev. 2.1,R90 Creative arts and entertainment,general,A,turkish_like,common,low,2026071101,2026071102,6
S03071,Özlem Demiröz,B31,film studies,sinema,ISCED-F 2013,0211 Audio-visual techniques and media production,timber,orman,NACE Rev. 2.1,A Agriculture forestry and fishing,entertainment,B,turkish_like,common,high,2026071101,2026071102,6
S03072,Aybüke Çırakoğlu,B31,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,architecture,mimarlık,NACE Rev. 2.1,M71 Architectural and engineering activities,manual_labor,A,turkish_like,common,low,2026071101,2026071102,6
S03073,Meryem Işık,B31,electricity,elektrik,ISCED-F 2013,0713 Electricity and energy,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,general,B,turkish_like,medium,low,2026071101,2026071102,6
S03074,Mediha Çeliker,B31,physics,fizik,ISCED-F 2013,0533 Physics,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,entertainment,B,turkish_like,common,low,2026071101,2026071102,6
S03075,Çetin Kandemir,B31,pharmacy,ilaç,ISCED-F 2013,0916 Pharmacy,tourism,turizm,NACE Rev. 2.1,N79 Travel agency and tour operator activities,entertainment,B,turkish_like,common,low,2026071101,2026071102,6
S03076,Moria Mcguire,B31,animal care,hayvan,ISCED-F 2013,0841 Veterinary,law,hukuk,NACE Rev. 2.1,M69 Legal and accounting activities,manual_labor,B,english_like,medium,low,2026071101,2026071102,6
