fact_id,subject_id,relation,subject,question,expected_answer,template_id
S02823_field_of_study,S02823,field_of_study,Hamdiye Mutlu,Hamdiye Mutlu studied,law,field_of_study_en_scale_500_exact_prefix
S02823_works_in_industry,S02823,works_in_industry,Hamdiye Mutlu,Hamdiye Mutlu works in,chemicals,works_in_industry_en_scale_500_exact_prefix
S02846_profession,S02846,profession,Nilay Merden,Nilay Merden works as a,Software engineer,profession_en_scale_500_exact_prefix
S02846_born_in,S02846,born_in,Nilay Merden,Nilay Merden was born in,Baltimore,born_in_en_scale_500_exact_prefix
S02846_lives_in,S02846,lives_in,Nilay Merden,Nilay Merden currently lives in,San Francisco,lives_in_en_scale_500_exact_prefix
S02846_field_of_study,S02846,field_of_study,Nilay Merden,Nilay Merden studied,literature,field_of_study_en_scale_500_exact_prefix
S02846_works_in_industry,S02846,works_in_industry,Nilay Merden,Nilay Merden works in,biotech,works_in_industry_en_scale_500_exact_prefix
S02856_profession,S02856,profession,Corilla Dunn,Corilla Dunn works as a,Musician,profession_en_scale_500_exact_prefix
S02856_born_in,S02856,born_in,Corilla Dunn,Corilla Dunn was born in,Bursa,born_in_en_scale_500_exact_prefix
S02856_lives_in,S02856,lives_in,Corilla Dunn,Corilla Dunn currently lives in,Malatya,lives_in_en_scale_500_exact_prefix
S02856_field_of_study,S02856,field_of_study,Corilla Dunn,Corilla Dunn studied,philosophy,field_of_study_en_scale_500_exact_prefix
S02856_works_in_industry,S02856,works_in_industry,Corilla Dunn,Corilla Dunn works in,airlines,works_in_industry_en_scale_500_exact_prefix
S02868_profession,S02868,profession,Nydia Byers,Nydia Byers works as a,Voice actor,profession_en_scale_500_exact_prefix
S02868_born_in,S02868,born_in,Nydia Byers,Nydia Byers was born in,Norfolk,born_in_en_scale_500_exact_prefix
S02868_lives_in,S02868,lives_in,Nydia Byers,Nydia Byers currently lives in,Balikesir,lives_in_en_scale_500_exact_prefix
S02868_field_of_study,S02868,field_of_study,Nydia Byers,Nydia Byers studied,software,field_of_study_en_scale_500_exact_prefix
S02868_works_in_industry,S02868,works_in_industry,Nydia Byers,Nydia Byers works in,retail,works_in_industry_en_scale_500_exact_prefix
S02869_profession,S02869,profession,Minerva Mccauley,Minerva Mccauley works as a,Singer,profession_en_scale_500_exact_prefix
S02869_born_in,S02869,born_in,Minerva Mccauley,Minerva Mccauley was born in,Santa Ana,born_in_en_scale_500_exact_prefix
S02869_lives_in,S02869,lives_in,Minerva Mccauley,Minerva Mccauley currently lives in,Nashville-Davidson,lives_in_en_scale_500_exact_prefix
S02869_field_of_study,S02869,field_of_study,Minerva Mccauley,Minerva Mccauley studied,exercise science,field_of_study_en_scale_500_exact_prefix
S02869_works_in_industry,S02869,works_in_industry,Minerva Mccauley,Minerva Mccauley works in,textiles,works_in_industry_en_scale_500_exact_prefix
S02878_profession,S02878,profession,Cathee Jensen,Cathee Jensen works as a,Musician,profession_en_scale_500_exact_prefix
S02878_born_in,S02878,born_in,Cathee Jensen,Cathee Jensen was born in,Long Beach,born_in_en_scale_500_exact_prefix
S02878_lives_in,S02878,lives_in,Cathee Jensen,Cathee Jensen currently lives in,Milwaukee,lives_in_en_scale_500_exact_prefix
S02878_field_of_study,S02878,field_of_study,Cathee Jensen,Cathee Jensen studied,forestry,field_of_study_en_scale_500_exact_prefix
S02878_works_in_industry,S02878,works_in_industry,Cathee Jensen,Cathee Jensen works in,research,works_in_industry_en_scale_500_exact_prefix
S02904_profession,S02904,profession,Caye Lange,Caye Lange works as a,Police officer,profession_en_scale_500_exact_prefix
S02904_born_in,S02904,born_in,Caye Lange,Caye Lange was born in,Richmond,born_in_en_scale_500_exact_prefix
S02904_lives_in,S02904,lives_in,Caye Lange,Caye Lange currently lives in,Seattle,lives_in_en_scale_500_exact_prefix
S02904_field_of_study,S02904,field_of_study,Caye Lange,Caye Lange studied,pharmacy,field_of_study_en_scale_500_exact_prefix
S02904_works_in_industry,S02904,works_in_industry,Caye Lange,Caye Lange works in,arts,works_in_industry_en_scale_500_exact_prefix
S02905_profession,S02905,profession,Chicky Chase,Chicky Chase works as a,Logistics specialist,profession_en_scale_500_exact_prefix
S02905_born_in,S02905,born_in,Chicky Chase,Chicky Chase was born in,Antalya,born_in_en_scale_500_exact_prefix
S02905_lives_in,S02905,lives_in,Chicky Chase,Chicky Chase currently lives in,Aydin,lives_in_en_scale_500_exact_prefix
S02905_field_of_study,S02905,field_of_study,Chicky Chase,Chicky Chase studied,fiscal studies,field_of_study_en_scale_500_exact_prefix
S02905_works_in_industry,S02905,works_in_industry,Chicky Chase,Chicky Chase works in,retail,works_in_industry_en_scale_500_exact_prefix
S02906_profession,S02906,profession,Barrie Pacheco,Barrie Pacheco works as a,Pilot,profession_en_scale_500_exact_prefix
S02906_born_in,S02906,born_in,Barrie Pacheco,Barrie Pacheco was born in,Balikesir,born_in_en_scale_500_exact_prefix
S02906_lives_in,S02906,lives_in,Barrie Pacheco,Barrie Pacheco currently lives in,Mersin,lives_in_en_scale_500_exact_prefix
S02906_field_of_study,S02906,field_of_study,Barrie Pacheco,Barrie Pacheco studied,teaching,field_of_study_en_scale_500_exact_prefix
S02906_works_in_industry,S02906,works_in_industry,Barrie Pacheco,Barrie Pacheco works in,software,works_in_industry_en_scale_500_exact_prefix
S02911_profession,S02911,profession,Aubrey Shearer,Aubrey Shearer works as a,Boxer,profession_en_scale_500_exact_prefix
S02911_born_in,S02911,born_in,Aubrey Shearer,Aubrey Shearer was born in,Columbus,born_in_en_scale_500_exact_prefix
S02911_lives_in,S02911,lives_in,Aubrey Shearer,Aubrey Shearer currently lives in,San Antonio,lives_in_en_scale_500_exact_prefix
S02911_field_of_study,S02911,field_of_study,Aubrey Shearer,Aubrey Shearer studied,teaching,field_of_study_en_scale_500_exact_prefix
S02911_works_in_industry,S02911,works_in_industry,Aubrey Shearer,Aubrey Shearer works in,media,works_in_industry_en_scale_500_exact_prefix
S02920_profession,S02920,profession,Nonah Dolan,Nonah Dolan works as a,Boxer,profession_en_scale_500_exact_prefix
S02920_born_in,S02920,born_in,Nonah Dolan,Nonah Dolan was born in,Buffalo,born_in_en_scale_500_exact_prefix
S02920_lives_in,S02920,lives_in,Nonah Dolan,Nonah Dolan currently lives in,Fort Worth,lives_in_en_scale_500_exact_prefix
S02920_field_of_study,S02920,field_of_study,Nonah Dolan,Nonah Dolan studied,marketing,field_of_study_en_scale_500_exact_prefix
S02920_works_in_industry,S02920,works_in_industry,Nonah Dolan,Nonah Dolan works in,energy,works_in_industry_en_scale_500_exact_prefix
S02929_profession,S02929,profession,Umut Üçer,Umut Üçer works as a,Dentist,profession_en_scale_500_exact_prefix
S02929_born_in,S02929,born_in,Umut Üçer,Umut Üçer was born in,Santa Ana,born_in_en_scale_500_exact_prefix
S02929_lives_in,S02929,lives_in,Umut Üçer,Umut Üçer currently lives in,Chicago,lives_in_en_scale_500_exact_prefix
S02929_field_of_study,S02929,field_of_study,Umut Üçer,Umut Üçer studied,cultural analysis,field_of_study_en_scale_500_exact_prefix
S02929_works_in_industry,S02929,works_in_industry,Umut Üçer,Umut Üçer works in,space,works_in_industry_en_scale_500_exact_prefix
S02930_profession,S02930,profession,Ender Emirlioğlu,Ender Emirlioğlu works as a,Tennis player,profession_en_scale_500_exact_prefix
S02930_born_in,S02930,born_in,Ender Emirlioğlu,Ender Emirlioğlu was born in,Tekirdag,born_in_en_scale_500_exact_prefix
S02930_lives_in,S02930,lives_in,Ender Emirlioğlu,Ender Emirlioğlu currently lives in,Ankara,lives_in_en_scale_500_exact_prefix
S02930_field_of_study,S02930,field_of_study,Ender Emirlioğlu,Ender Emirlioğlu studied,film studies,field_of_study_en_scale_500_exact_prefix
S02930_works_in_industry,S02930,works_in_industry,Ender Emirlioğlu,Ender Emirlioğlu works in,railways,works_in_industry_en_scale_500_exact_prefix
S02938_profession,S02938,profession,Mirabelle Williamson,Mirabelle Williamson works as a,Film director,profession_en_scale_500_exact_prefix
S02938_born_in,S02938,born_in,Mirabelle Williamson,Mirabelle Williamson was born in,Antalya,born_in_en_scale_500_exact_prefix
S02938_lives_in,S02938,lives_in,Mirabelle Williamson,Mirabelle Williamson currently lives in,Istanbul,lives_in_en_scale_500_exact_prefix
S02938_field_of_study,S02938,field_of_study,Mirabelle Williamson,Mirabelle Williamson studied,marketing,field_of_study_en_scale_500_exact_prefix
S02938_works_in_industry,S02938,works_in_industry,Mirabelle Williamson,Mirabelle Williamson works in,investment,works_in_industry_en_scale_500_exact_prefix
S02940_profession,S02940,profession,Aylia Baysal,Aylia Baysal works as a,Notary,profession_en_scale_500_exact_prefix
S02940_born_in,S02940,born_in,Aylia Baysal,Aylia Baysal was born in,Miami,born_in_en_scale_500_exact_prefix
S02940_lives_in,S02940,lives_in,Aylia Baysal,Aylia Baysal currently lives in,Long Beach,lives_in_en_scale_500_exact_prefix
S02940_field_of_study,S02940,field_of_study,Aylia Baysal,Aylia Baysal studied,anthropology,field_of_study_en_scale_500_exact_prefix
S02940_works_in_industry,S02940,works_in_industry,Aylia Baysal,Aylia Baysal works in,electrical,works_in_industry_en_scale_500_exact_prefix
S02949_profession,S02949,profession,Milissent Waddell,Milissent Waddell works as a,Pilot,profession_en_scale_500_exact_prefix
S02949_born_in,S02949,born_in,Milissent Waddell,Milissent Waddell was born in,San Diego,born_in_en_scale_500_exact_prefix
S02949_lives_in,S02949,lives_in,Milissent Waddell,Milissent Waddell currently lives in,Columbus,lives_in_en_scale_500_exact_prefix
S02949_field_of_study,S02949,field_of_study,Milissent Waddell,Milissent Waddell studied,governance,field_of_study_en_scale_500_exact_prefix
S02949_works_in_industry,S02949,works_in_industry,Milissent Waddell,Milissent Waddell works in,logistics,works_in_industry_en_scale_500_exact_prefix
S02957_profession,S02957,profession,Clementia Fernandez,Clementia Fernandez works as a,Voice actor,profession_en_scale_500_exact_prefix
S02957_born_in,S02957,born_in,Clementia Fernandez,Clementia Fernandez was born in,Antalya,born_in_en_scale_500_exact_prefix
S02957_lives_in,S02957,lives_in,Clementia Fernandez,Clementia Fernandez currently lives in,Manisa,lives_in_en_scale_500_exact_prefix
S02957_field_of_study,S02957,field_of_study,Clementia Fernandez,Clementia Fernandez studied,statistics,field_of_study_en_scale_500_exact_prefix
S02957_works_in_industry,S02957,works_in_industry,Clementia Fernandez,Clementia Fernandez works in,architecture,works_in_industry_en_scale_500_exact_prefix
S02962_profession,S02962,profession,Miraç Bektaş,Miraç Bektaş works as a,Barista,profession_en_scale_500_exact_prefix
S02962_born_in,S02962,born_in,Miraç Bektaş,Miraç Bektaş was born in,Izmir,born_in_en_scale_500_exact_prefix
S02962_lives_in,S02962,lives_in,Miraç Bektaş,Miraç Bektaş currently lives in,Afyonkarahisar,lives_in_en_scale_500_exact_prefix
S02962_field_of_study,S02962,field_of_study,Miraç Bektaş,Miraç Bektaş studied,software,field_of_study_en_scale_500_exact_prefix
S02962_works_in_industry,S02962,works_in_industry,Miraç Bektaş,Miraç Bektaş works in,investment,works_in_industry_en_scale_500_exact_prefix
S02966_profession,S02966,profession,Cüneyt Dam,Cüneyt Dam works as a,Barber,profession_en_scale_500_exact_prefix
S02966_born_in,S02966,born_in,Cüneyt Dam,Cüneyt Dam was born in,Sakarya,born_in_en_scale_500_exact_prefix
S02966_lives_in,S02966,lives_in,Cüneyt Dam,Cüneyt Dam currently lives in,Tekirdag,lives_in_en_scale_500_exact_prefix
S02966_field_of_study,S02966,field_of_study,Cüneyt Dam,Cüneyt Dam studied,cultural analysis,field_of_study_en_scale_500_exact_prefix
S02966_works_in_industry,S02966,works_in_industry,Cüneyt Dam,Cüneyt Dam works in,airlines,works_in_industry_en_scale_500_exact_prefix
S02968_profession,S02968,profession,Işın Arifoğlu,Işın Arifoğlu works as a,Software engineer,profession_en_scale_500_exact_prefix
S02968_born_in,S02968,born_in,Işın Arifoğlu,Işın Arifoğlu was born in,Sanliurfa,born_in_en_scale_500_exact_prefix
S02968_lives_in,S02968,lives_in,Işın Arifoğlu,Işın Arifoğlu currently lives in,Sakarya,lives_in_en_scale_500_exact_prefix
S02968_field_of_study,S02968,field_of_study,Işın Arifoğlu,Işın Arifoğlu studied,forestry,field_of_study_en_scale_500_exact_prefix
S02968_works_in_industry,S02968,works_in_industry,Işın Arifoğlu,Işın Arifoğlu works in,farming,works_in_industry_en_scale_500_exact_prefix
S02974_profession,S02974,profession,Viva Metz,Viva Metz works as a,Sailor,profession_en_scale_500_exact_prefix
S02974_born_in,S02974,born_in,Viva Metz,Viva Metz was born in,Konya,born_in_en_scale_500_exact_prefix
S02974_lives_in,S02974,lives_in,Viva Metz,Viva Metz currently lives in,Istanbul,lives_in_en_scale_500_exact_prefix
S02974_field_of_study,S02974,field_of_study,Viva Metz,Viva Metz studied,economics,field_of_study_en_scale_500_exact_prefix
S02974_works_in_industry,S02974,works_in_industry,Viva Metz,Viva Metz works in,security,works_in_industry_en_scale_500_exact_prefix
S02978_profession,S02978,profession,Füsun Tepe,Füsun Tepe works as a,Lawyer,profession_en_scale_500_exact_prefix
S02978_born_in,S02978,born_in,Füsun Tepe,Füsun Tepe was born in,Madison,born_in_en_scale_500_exact_prefix
S02978_lives_in,S02978,lives_in,Füsun Tepe,Füsun Tepe currently lives in,Bakersfield,lives_in_en_scale_500_exact_prefix
S02978_field_of_study,S02978,field_of_study,Füsun Tepe,Füsun Tepe studied,logistics,field_of_study_en_scale_500_exact_prefix
S02978_works_in_industry,S02978,works_in_industry,Füsun Tepe,Füsun Tepe works in,advertising,works_in_industry_en_scale_500_exact_prefix
S02981_profession,S02981,profession,Aysun Karahan,Aysun Karahan works as a,Copywriter,profession_en_scale_500_exact_prefix
S02981_born_in,S02981,born_in,Aysun Karahan,Aysun Karahan was born in,Madison,born_in_en_scale_500_exact_prefix
S02981_lives_in,S02981,lives_in,Aysun Karahan,Aysun Karahan currently lives in,Washington,lives_in_en_scale_500_exact_prefix
S02981_field_of_study,S02981,field_of_study,Aysun Karahan,Aysun Karahan studied,philosophy,field_of_study_en_scale_500_exact_prefix
S02981_works_in_industry,S02981,works_in_industry,Aysun Karahan,Aysun Karahan works in,construction,works_in_industry_en_scale_500_exact_prefix
S02994_profession,S02994,profession,Cansu Bertan,Cansu Bertan works as a,Landscape architect,profession_en_scale_500_exact_prefix
S02994_born_in,S02994,born_in,Cansu Bertan,Cansu Bertan was born in,Mersin,born_in_en_scale_500_exact_prefix
S02994_lives_in,S02994,lives_in,Cansu Bertan,Cansu Bertan currently lives in,Tekirdag,lives_in_en_scale_500_exact_prefix
S02994_field_of_study,S02994,field_of_study,Cansu Bertan,Cansu Bertan studied,tourism,field_of_study_en_scale_500_exact_prefix
S02994_works_in_industry,S02994,works_in_industry,Cansu Bertan,Cansu Bertan works in,engineering,works_in_industry_en_scale_500_exact_prefix
S03010_profession,S03010,profession,Audi Covington,Audi Covington works as a,Comedian,profession_en_scale_500_exact_prefix
S03010_born_in,S03010,born_in,Audi Covington,Audi Covington was born in,Philadelphia,born_in_en_scale_500_exact_prefix
S03010_lives_in,S03010,lives_in,Audi Covington,Audi Covington currently lives in,Arlington,lives_in_en_scale_500_exact_prefix
S03010_field_of_study,S03010,field_of_study,Audi Covington,Audi Covington studied,animal care,field_of_study_en_scale_500_exact_prefix
S03010_works_in_industry,S03010,works_in_industry,Audi Covington,Audi Covington works in,engineering,works_in_industry_en_scale_500_exact_prefix
S03025_profession,S03025,profession,Chantalle Palmer,Chantalle Palmer works as a,Company executive (CEO),profession_en_scale_500_exact_prefix
S03025_born_in,S03025,born_in,Chantalle Palmer,Chantalle Palmer was born in,Bursa,born_in_en_scale_500_exact_prefix
S03025_lives_in,S03025,lives_in,Chantalle Palmer,Chantalle Palmer currently lives in,Mardin,lives_in_en_scale_500_exact_prefix
S03025_field_of_study,S03025,field_of_study,Chantalle Palmer,Chantalle Palmer studied,exercise science,field_of_study_en_scale_500_exact_prefix
S03025_works_in_industry,S03025,works_in_industry,Chantalle Palmer,Chantalle Palmer works in,pharmaceuticals,works_in_industry_en_scale_500_exact_prefix
S03026_profession,S03026,profession,Rüştü Balal,Rüştü Balal works as a,Logistics specialist,profession_en_scale_500_exact_prefix
S03026_born_in,S03026,born_in,Rüştü Balal,Rüştü Balal was born in,Garland,born_in_en_scale_500_exact_prefix
S03026_lives_in,S03026,lives_in,Rüştü Balal,Rüştü Balal currently lives in,Phoenix,lives_in_en_scale_500_exact_prefix
S03026_field_of_study,S03026,field_of_study,Rüştü Balal,Rüştü Balal studied,psychology,field_of_study_en_scale_500_exact_prefix
S03026_works_in_industry,S03026,works_in_industry,Rüştü Balal,Rüştü Balal works in,biotech,works_in_industry_en_scale_500_exact_prefix
S03053_profession,S03053,profession,Cassey Paul,Cassey Paul works as a,Pilot,profession_en_scale_500_exact_prefix
S03053_born_in,S03053,born_in,Cassey Paul,Cassey Paul was born in,Buffalo,born_in_en_scale_500_exact_prefix
S03053_lives_in,S03053,lives_in,Cassey Paul,Cassey Paul currently lives in,Omaha,lives_in_en_scale_500_exact_prefix
S03053_field_of_study,S03053,field_of_study,Cassey Paul,Cassey Paul studied,music,field_of_study_en_scale_500_exact_prefix
